Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo
2022-08-01 12:14:34+00:00,1554078129123115009,"@ciceroalbano @Nilsonhandebol @LulaOficial Seguindo!! ✊🏽✊🏽
#EsquerdaSDV #EsquerdaSegueEsquerda",Lula,   seguindo!! ✊🏽✊🏽 
2022-08-01 12:14:33+00:00,1554078127512485891,"@marcelorubens O manifesto pro Lula, Só porque não sou nem de longe Bolsonarista?",Lula," o manifesto pro lula, só porque não sou nem de longe bolsonarista?"
2022-08-01 12:14:33+00:00,1554078127151845377,"@N4M0L3R4 @rsc_arquitetura @JornalOGlobo Isso eh verdade, mas dois fatos interessantes sobre isso, durante 8 anos de Lula foi maior q 4 anos de Bolsonaro, mas o o crescimento esta sendo rapido em perido curto, e outras leis foram afrouxadas. Isso eh um fato sim",Lula,"   isso eh verdade, mas dois fatos interessantes sobre isso, durante 8 anos de lula foi maior q 4 anos de bolsonaro, mas o o crescimento esta sendo rapido em perido curto, e outras leis foram afrouxadas. isso eh um fato sim"
2022-08-01 12:14:33+00:00,1554078126166228992,"@alexandrekalil @LulaOficial Sobrevivência do país é o Lula e sua turma ficarem bem longe de qualquer cargo, longe de nossas crianças. Que Deus abençoe a reeleição do capitão 🙌🇧🇷🇧🇷🇧🇷🇧🇷",Lula,"  sobrevivência do país é o lula e sua turma ficarem bem longe de qualquer cargo, longe de nossas crianças. que deus abençoe a reeleição do capitão 🙌🇧🇷🇧🇷🇧🇷🇧🇷"
2022-08-01 12:14:32+00:00,1554078122777231370,"@MonicadeCamarg1 @olivio_dutra @LulaOficial @EdegarPretto @PedroRuasPsol E o Ciro Gomes, não conta? Hehehe.",Lula,"     e o ciro gomes, não conta? hehehe."
2022-08-01 12:14:32+00:00,1554078122433302531,O cara foi possuído pelos demônios do lula. https://t.co/4e5EqgqC70,Lula,o cara foi possuído pelos demônios do lula. 
2022-08-01 12:14:31+00:00,1554078116871643136,"Moro apoia Lula.

Ou será que vai pedir pra sair do União Brasil?

A ""convicção"" do juiz ladrão é bem ""flexível"". https://t.co/AjArjFqsu1",Lula,"moro apoia lula.ou será que vai pedir pra sair do união brasil?a ""convicção"" do juiz ladrão é bem ""flexível"". "
2022-08-01 12:21:17+00:00,1554079820648267776,@MRAzeved Bolsonaro claro,Bolsonaro, bolsonaro claro
2022-08-01 12:21:16+00:00,1554079817435430912,É um 10. Mas defende o Bolsonaro no meio do rolê 😵‍💫,Bolsonaro,é um 10. mas defende o bolsonaro no meio do rolê 😵‍💫
2022-08-01 12:21:15+00:00,1554079814440681472,@NNetocolto @brasil247 ⬆️Vai sim 15 dias foi muiiiito pouco ne? BOLSONARO VAI PRESO DESSA VEZ BANGU 8. ✍🏽 https://t.co/TDKWIz4Qza,Bolsonaro,  ⬆️vai sim 15 dias foi muiiiito pouco ne? bolsonaro vai preso dessa vez bangu 8. ✍🏽 
2022-08-01 12:21:15+00:00,1554079812846850051,"@LulaOficial Lula hipócrita, você já teve sua vez de fazer tudo isso pelas crianças e não o fez. Sabe quem está fazendo isso? O presidente Bolsonaro, ele sim pensa nas crianças carentes que já acordam pisando nas águas sujas de esgotos. Sabe doque estou falando né Lula?",Bolsonaro," lula hipócrita, você já teve sua vez de fazer tudo isso pelas crianças e não o fez. sabe quem está fazendo isso? o presidente bolsonaro, ele sim pensa nas crianças carentes que já acordam pisando nas águas sujas de esgotos. sabe doque estou falando né lula?"
2022-08-01 12:21:15+00:00,1554079811689226240,@carteiroreaca @jairbolsonaro @BolsonaroSP @tarcisiogdf @Astro_Pontes Quadrilha!!,Bolsonaro,     quadrilha!!
2022-08-01 12:21:14+00:00,1554079810690883584,@ALBaronowsky @River_boy01 @jairbolsonaro O seu cérebro é que não é capaz de formular uma resposta verbalmente razoável.,Bolsonaro,   o seu cérebro é que não é capaz de formular uma resposta verbalmente razoável.
2022-08-01 12:21:14+00:00,1554079807788523520,@diogomainardi Por isto vamos reeleger o Bolsonaro,Bolsonaro, por isto vamos reeleger o bolsonaro
2022-08-01 12:21:13+00:00,1554079805909487616,Todos nós sabemos que quem mandou Matar Daniel é o mesmo que mandou dar facada em BOLSONARO. Alguma dúvida? https://t.co/3JHDiBSDyt,Bolsonaro,todos nós sabemos que quem mandou matar daniel é o mesmo que mandou dar facada em bolsonaro. alguma dúvida? 
2022-08-01 12:21:11+00:00,1554079798074417157,"@josoarestrue O estelionato eleitoral de Bolsonaro no preço do gás de cozinha e dos combustíveis. https://t.co/VoTbGIMS9H 
    
#LulaNoPrimeiroTurno 
✊🤩🚩 https://t.co/VWWXIpdWAD",Bolsonaro, o estelionato eleitoral de bolsonaro no preço do gás de cozinha e dos combustíveis.       ✊🤩🚩 
2022-08-01 12:21:11+00:00,1554079795205505024,"@a_jessicao @jairbolsonaro @GayerGus @MajorVitorHugo VAI SER IMPERDIVEL!!! NOSSO JÁ ELEITOS GOVERNADOR , DEPUTADO FEDERAL E PRESIDENTE JUNTOS!",Bolsonaro,"    vai ser imperdivel!!! nosso já eleitos governador , deputado federal e presidente juntos!"
2022-08-01 12:21:11+00:00,1554079794807054337,@LUBIAAGUIAR_ @AnaPaulaVolei @jairbolsonaro Verdade? Mas acho que vi algumas figuras no palanque do @jairbolsonaro que estavam envolvidos até o pescoço com o ladrão que foi condenado. Pode me ajudar com um bom oftalmologista?,Bolsonaro,   verdade? mas acho que vi algumas figuras no palanque do  que estavam envolvidos até o pescoço com o ladrão que foi condenado. pode me ajudar com um bom oftalmologista?
2022-08-01 12:21:11+00:00,1554079794635186177,"@JoseMedeirosMT @jairbolsonaro Nem compro lá, só vende produtos de qualidade duvidosa",Bolsonaro,"  nem compro lá, só vende produtos de qualidade duvidosa"
2022-08-01 12:21:10+00:00,1554079793095794688,"Bolsonaro indica um desembargador de SP e um do Rio para ministros do STJ | Política | Valor Econômico https://t.co/aVCMv19l2Y
#BolsonaroReeleito2022",Bolsonaro,bolsonaro indica um desembargador de sp e um do rio para ministros do stj | política | valor econômico 
2022-08-01 12:21:08+00:00,1554079782794584065,#Lula e #Ciro voltam a criticar #Bolsonaro; #Presidente ataca novamente o #STF: https://t.co/GZJnhSHdnj,Bolsonaro, e  voltam a criticar   ataca novamente o  
2022-08-01 12:21:08+00:00,1554079781683093506,"@PATRlOTAS Presidente Bolsonaro peça a Intervenção Federal para que as Forças Armadas restaurem ""a ordem jurídica e moral"" no Brasil e o ajude a Governar neste ""segundo mandato"". Não deixe os avermelhados, com toga ou sem"" darem o golpe neste País tão maravilhoso.",Bolsonaro," presidente bolsonaro peça a intervenção federal para que as forças armadas restaurem ""a ordem jurídica e moral"" no brasil e o ajude a governar neste ""segundo mandato"". não deixe os avermelhados, com toga ou sem"" darem o golpe neste país tão maravilhoso."
2022-08-01 12:21:07+00:00,1554079780718497793,"@flavioldrezende Bolsonarista é aquele que chama o Lula de condenado e ex-presidiário, mas aplaude o Bolsonaro junto com o Eduardo Cunha e dezenas de outros condenados e ex-presidiários.",Bolsonaro," bolsonarista é aquele que chama o lula de condenado e ex-presidiário, mas aplaude o bolsonaro junto com o eduardo cunha e dezenas de outros condenados e ex-presidiários."
2022-08-01 12:21:05+00:00,1554079771356692480,"URGENTE: Bolsonaro ganha em primeiro turno 
https://t.co/Dtvaw9Z69h",Bolsonaro,urgente: bolsonaro ganha em primeiro turno 
2022-08-01 12:21:05+00:00,1554079771331534848,@JoseMedeirosMT @jairbolsonaro 👍🏻,Bolsonaro,  👍🏻
2022-08-01 12:21:03+00:00,1554079762745901061,"@revistaoeste O Bolsonaro conseguiu ser mais nocivo ao Brasil do que o Luladrão. Jamais imaginaria que isso fosse possível. Como conseguiu tal proeza?

Pior que o PT é o traidor que tornou o Lula elegível 

UM ESTELIONATO ELEITORAL

https://t.co/SnD0OK2EbB",Bolsonaro, o bolsonaro conseguiu ser mais nocivo ao brasil do que o luladrão. jamais imaginaria que isso fosse possível. como conseguiu tal proeza?pior que o pt é o traidor que tornou o lula elegível um estelionato eleitoral
2022-08-01 12:21:01+00:00,1554079753795141633,@VEJA Bolsonaro 🇧🇷 🇧🇷 https://t.co/ebm8lOWX9q,Bolsonaro, bolsonaro 🇧🇷 🇧🇷 
2022-08-01 12:21:01+00:00,1554079753740623874,"@kimpaim @saulchristos @roxmo @Rconstantino @GFiuza_Oficial @Damadeferroofic 
O presidente Bolsonaro é chamado de nazista, mas é a esquerda que usa as técnicas nazistas. https://t.co/TGOL5fBjv0",Bolsonaro,"      o presidente bolsonaro é chamado de nazista, mas é a esquerda que usa as técnicas nazistas. "
2022-08-01 12:21:01+00:00,1554079752700547074,"@jairbolsonaro "" defendendo a vida"": imunidade de rebanho.",Bolsonaro," "" defendendo a vida"": imunidade de rebanho."
2022-08-01 12:20:58+00:00,1554079743846350851,"@o_antagonista Bolsonaro no primeiro turno!
Só isso interessa !
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/klPx2fDl97",Bolsonaro, bolsonaro no primeiro turno!só isso interessa !🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 
2022-08-01 12:20:56+00:00,1554079731515068418,"@BernardoMF É mesmo 🤔, o povo nas ruas não mostra isso, aceita Bolsonaro ganha no primeiro turno 🇧🇷 dói menos 😂😂😂😂",Bolsonaro," é mesmo 🤔, o povo nas ruas não mostra isso, aceita bolsonaro ganha no primeiro turno 🇧🇷 dói menos 😂😂😂😂"
2022-08-01 12:20:55+00:00,1554079729237491713,"@AlexandreKunz4 @Rdebusa Estamos no caminho certo, por onde quer que ande sempre tem um Bolsonaro https://t.co/d6LydMGY06",Bolsonaro,"  estamos no caminho certo, por onde quer que ande sempre tem um bolsonaro "
2022-08-01 12:20:54+00:00,1554079723747155971,@Kim_Galo1989 @RomeuZema Ok. O Temer decidiu. O Bolsonaro decidiu manter assim.,Bolsonaro,  ok. o temer decidiu. o bolsonaro decidiu manter assim.
2022-08-01 12:20:53+00:00,1554079720274272256,@BonitaoValerio @Gamersnanet_ @jairbolsonaro Habbo hotel eu fazia a festa aí papai🥴,Bolsonaro,   habbo hotel eu fazia a festa aí papai🥴
2022-08-01 12:20:51+00:00,1554079711529209857,@fabiolopesjr2 @auroracadela a pessoa que não consegue reconhecer uma ironia só pode votar no Bolsonaro msm,Bolsonaro,  a pessoa que não consegue reconhecer uma ironia só pode votar no bolsonaro msm
2022-08-01 12:20:51+00:00,1554079711193612289,@DrEliDavid @jairbolsonaro @CarlosBolsonaro 🤡🎬 @LeoDiCaprio https://t.co/7PMkjIaTyr,Bolsonaro,   🤡🎬  
2022-08-01 12:20:50+00:00,1554079709293576192,@tesoureiros Bolsonaro na cadeia.,Bolsonaro, bolsonaro na cadeia.
2022-08-01 12:20:50+00:00,1554079708857475072,@JoseMedeirosMT @jairbolsonaro Com certeza.,Bolsonaro,  com certeza.
2022-08-01 12:20:46+00:00,1554079690696134656,"Mas segundo o presidente @jairbolsonaro , a mamata acabou. 🫣 https://t.co/0kueuInT6G",Bolsonaro,"mas segundo o presidente  , a mamata acabou. 🫣 "
2022-08-01 12:20:41+00:00,1554079671989555202,Qm consegue rir p Bolsonaro ta morto por dentro https://t.co/STmM3wTq3Q,Bolsonaro,qm consegue rir p bolsonaro ta morto por dentro 
2022-08-01 12:20:40+00:00,1554079666083975176,"@DiegoSimoesAdv @JoseMedeirosMT @jairbolsonaro @slpng_giants_pt É sim o melhor caminho!
Boicote: magazine Luiza, natura, avon,lojas americanas,  lojas renner….",Bolsonaro,"    é sim o melhor caminho!boicote: magazine luiza, natura, avon,lojas americanas,  lojas renner…."
2022-08-01 12:20:39+00:00,1554079662502019072,@CarlaoReaca @jairbolsonaro Fizeram a tal CPI mas parece que foi do nada para lugar algum..🤡🤡🤡,Bolsonaro,  fizeram a tal cpi mas parece que foi do nada para lugar algum..🤡🤡🤡
2022-08-01 12:20:38+00:00,1554079659951792135,Bolsonaro é rei das  FAKE NEWS https://t.co/25vuQhK6oV via @YouTube,Bolsonaro,bolsonaro é rei das  fake news  via 
2022-08-01 12:20:38+00:00,1554079656550322177,"@casado_chico ""Feliz a nação cujo deus é o BOLSONARO""...
Idolatria asquerosa... Faz arminha, crenty...",Bolsonaro," ""feliz a nação cujo deus é o bolsonaro""...idolatria asquerosa... faz arminha, crenty..."
2022-08-01 12:20:34+00:00,1554079642864295939,"@o_antagonista Esse sujeito deveria ficar calado, se ele tivesse desengavetado  os pedidos de impeachment quando estava em suas mãos a gente teria se livrado de Bolsonaro e também de Lula.",Bolsonaro," esse sujeito deveria ficar calado, se ele tivesse desengavetado  os pedidos de impeachment quando estava em suas mãos a gente teria se livrado de bolsonaro e também de lula."
2022-08-01 12:20:34+00:00,1554079641526312960,"@alexandrekalil @LulaOficial Tá de brincadeira

BOLSONARO REELEITO 22 em primeiro turno.",Bolsonaro,  tá de brincadeirabolsonaro reeleito 22 em primeiro turno.
2022-08-01 12:20:33+00:00,1554079637575241728,"@MarotoTop @DougCostaJKR @DanielAtivista @EduardoColinas7 @marcelorubens É? E prq não foi aplicada a CF,quando sofreu impeachment? Que ""prevê "" inegibilidade por 8 anos. Ué 7 dos 11, foi o PT que indicou. 1 do temer, 1 do FHC e 2 do Bolsonaro. O STF e grande parte dos STJ, foram indicações do PT. 
Como acusar a direita por estar com está?🤔🤷‍♂️",Bolsonaro,"     é? e prq não foi aplicada a cf,quando sofreu impeachment? que ""prevê "" inegibilidade por 8 anos. ué 7 dos 11, foi o pt que indicou. 1 do temer, 1 do fhc e 2 do bolsonaro. o stf e grande parte dos stj, foram indicações do pt. como acusar a direita por estar com está?🤔🤷‍♂️"
2022-08-01 12:20:32+00:00,1554079633154473984,O sistema contra Bolsonaro trama proeza inacreditável: Lula e Moro juntos na mesma aliança (veja o vídeo) https://t.co/xDgtMXmyI0,Bolsonaro,o sistema contra bolsonaro trama proeza inacreditável: lula e moro juntos na mesma aliança (veja o vídeo) 
2022-08-01 12:20:31+00:00,1554079628637224969,"PARABÉNS BOLSONARO OS BRASILEIROS HONESTOS RECONHECE O SEU VALOR.
ESTAMOS JUNTOS NESSA LUTA. https://t.co/HFyLWq0lbe",Bolsonaro,parabéns bolsonaro os brasileiros honestos reconhece o seu valor.estamos juntos nessa luta. 
2022-08-01 12:20:31+00:00,1554079627114696704,"Fora Bolsonaro Anti Bolsonaro 
Bolsonaro A Cabeça Doente
Nazismo Bolsonaro
Fascismo Bolsonaro
Anti Bolsonarismo
Fora Bolsonarismo
🚫Trump 🇺🇲 🚫Bolsonaro 🇧🇷
🚫🚫🚫🚫🚫🚫🚫 🚫🚫",Bolsonaro,fora bolsonaro anti bolsonaro bolsonaro a cabeça doentenazismo bolsonarofascismo bolsonaroanti bolsonarismofora bolsonarismo🚫trump 🇺🇲 🚫bolsonaro 🇧🇷🚫🚫🚫🚫🚫🚫🚫 🚫🚫
2022-08-01 12:20:29+00:00,1554079621406199809,"@jairbolsonaro É isso ai meu Presidente, quando que entra em vigor esta medida, que logo vou comprar um carro",Bolsonaro," é isso ai meu presidente, quando que entra em vigor esta medida, que logo vou comprar um carro"
2022-08-01 12:20:27+00:00,1554079609729294342,"@juliohollanda @CarlaZambelli38 @GayerGus @jairbolsonaro Eu votei nela, me representa e me orgulha",Bolsonaro,"    eu votei nela, me representa e me orgulha"
2022-08-01 12:20:25+00:00,1554079605241352192,@JornalDaCidadeO Esse demonio de Bolsonaro mentiroso viver de engano 3 anos maltrataram o povo perto da politica at defunto recebe dinheiro gasolina abaixá tudo maleta,Bolsonaro, esse demonio de bolsonaro mentiroso viver de engano 3 anos maltrataram o povo perto da politica at defunto recebe dinheiro gasolina abaixá tudo maleta
2022-08-01 12:20:25+00:00,1554079605082013696,@BolsonaroSP @jairbolsonaro @gilsonmachadont Miriam Leitoa concorda 🤣🤣🤣 https://t.co/DkWIRGEAmX,Bolsonaro,   miriam leitoa concorda 🤣🤣🤣 
2022-08-01 12:20:25+00:00,1554079603320410113,"@diego_kernel @MALUMOORE @vofreire @CarlaZambelli38 @jairbolsonaro Não importa se de esquerda ou direita, ditadura sem apoio das FA não existe e graças a Deus o exército o qual eu respeito e tenho orgulho não endossa idiotas com arroubos golpistas, a não ser um ou outro general saudosista da Ditadura.",Bolsonaro,"     não importa se de esquerda ou direita, ditadura sem apoio das fa não existe e graças a deus o exército o qual eu respeito e tenho orgulho não endossa idiotas com arroubos golpistas, a não ser um ou outro general saudosista da ditadura."
2022-08-01 12:20:25+00:00,1554079603207151616,"Depois de mais de um ano de mistério Bolsonaro nomeou 2 novos ministros do STJ: Messod Azulay, presidente do TRF-2, e Paulo Sérgio Domingues, desembargador do TRF-3 (O Globo)",Bolsonaro,"depois de mais de um ano de mistério bolsonaro nomeou 2 novos ministros do stj: messod azulay, presidente do trf-2, e paulo sérgio domingues, desembargador do trf-3 (o globo)"
2022-08-01 12:20:24+00:00,1554079597700042753,"@VEJA Bolsonaro no primeiro turno!
Só isso interessa !
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/YkkTeNGLUb",Bolsonaro, bolsonaro no primeiro turno!só isso interessa !🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 
2022-08-01 12:20:23+00:00,1554079594814259206,"@mendlowicz Extrema direita no Brasil só tem uma, Bolsonaro. Que tmb é apoiador de ditaduras.",Bolsonaro," extrema direita no brasil só tem uma, bolsonaro. que tmb é apoiador de ditaduras."
2022-08-01 12:21:03+00:00,1554079760912994304,@cirogomes #CiroPresidente,Ciro, 
2022-08-01 12:21:01+00:00,1554079754881466369,@renanetc @cirogomes Cada um escolhe o candidato que merece.,Ciro,  cada um escolhe o candidato que merece.
2022-08-01 12:20:57+00:00,1554079738980884481,"Ciro Gomes explicou para o Valor como vai ser o terceiro mandato de Lula:“Uma tragédia grande. A margem para aumentar juros não existe mais. Ele não tem lucidez disso, não quer ouvir, e o quadro técnico ao lado dele é de oitavo nível.",Ciro,"ciro gomes explicou para o valor como vai ser o terceiro mandato de lula:“uma tragédia grande. a margem para aumentar juros não existe mais. ele não tem lucidez disso, não quer ouvir, e o quadro técnico ao lado dele é de oitavo nível."
2022-08-01 12:20:57+00:00,1554079736246243330,@elzamariana Vou de #CiroPresidente #CiroNoSegundoTurno @cirogomes,Ciro, vou de   
